ID,labels
Ta_OLI_186,Not_offensive
Ta_OLI_187,Not_offensive
Ta_OLI_188,Not_offensive
Ta_OLI_189,Not_offensive
Ta_OLI_190,Not_offensive
Ta_OLI_191,Not_offensive
Ta_OLI_192,Offensive_Targeted_Insult_Group
Ta_OLI_193,Offensive_Targeted_Insult_Group
Ta_OLI_194,Not_offensive
Ta_OLI_195,Not_offensive
Ta_OLI_196,Not_offensive
Ta_OLI_197,Not_offensive
Ta_OLI_198,Not_offensive
Ta_OLI_199,Offensive_Untargetede
Ta_OLI_200,Not_offensive
Ta_OLI_201,not-Tamil
Ta_OLI_202,Not_offensive
Ta_OLI_203,Not_offensive
Ta_OLI_204,Not_offensive
Ta_OLI_205,Not_offensive
Ta_OLI_206,Not_offensive
Ta_OLI_207,Not_offensive
Ta_OLI_208,Not_offensive
Ta_OLI_209,Offensive_Targeted_Insult_Individual
Ta_OLI_210,Not_offensive
Ta_OLI_211,Not_offensive
Ta_OLI_212,Not_offensive
Ta_OLI_213,Not_offensive
Ta_OLI_214,Not_offensive
Ta_OLI_215,Not_offensive
Ta_OLI_216,Not_offensive
Ta_OLI_217,Not_offensive
Ta_OLI_218,Not_offensive
Ta_OLI_219,Not_offensive
Ta_OLI_220,Not_offensive
Ta_OLI_221,Not_offensive
Ta_OLI_222,Not_offensive
Ta_OLI_223,Not_offensive
Ta_OLI_224,Not_offensive
Ta_OLI_225,Not_offensive
Ta_OLI_226,Not_offensive
Ta_OLI_227,Not_offensive
Ta_OLI_228,Not_offensive
Ta_OLI_229,Not_offensive
Ta_OLI_230,Not_offensive
Ta_OLI_231,Not_offensive
Ta_OLI_232,Not_offensive
Ta_OLI_233,Not_offensive
Ta_OLI_234,Not_offensive
Ta_OLI_235,Not_offensive
Ta_OLI_236,Not_offensive
Ta_OLI_237,Not_offensive
Ta_OLI_238,Not_offensive
Ta_OLI_239,Not_offensive
Ta_OLI_240,Not_offensive
Ta_OLI_241,Not_offensive
Ta_OLI_242,Offensive_Untargetede
Ta_OLI_243,Offensive_Targeted_Insult_Individual
Ta_OLI_244,Not_offensive
Ta_OLI_245,Not_offensive
Ta_OLI_246,Not_offensive
Ta_OLI_247,Not_offensive
Ta_OLI_248,Not_offensive
Ta_OLI_249,Not_offensive
Ta_OLI_250,Not_offensive
Ta_OLI_251,Not_offensive
Ta_OLI_252,Not_offensive
Ta_OLI_253,Not_offensive
Ta_OLI_254,Not_offensive
Ta_OLI_255,Not_offensive
Ta_OLI_256,Not_offensive
Ta_OLI_257,Not_offensive
Ta_OLI_258,Not_offensive
Ta_OLI_259,Not_offensive
Ta_OLI_260,Not_offensive
Ta_OLI_261,Not_offensive
Ta_OLI_262,Not_offensive
Ta_OLI_263,Not_offensive
Ta_OLI_264,Not_offensive
Ta_OLI_265,Not_offensive
Ta_OLI_266,Not_offensive
Ta_OLI_267,Not_offensive
Ta_OLI_268,Not_offensive
Ta_OLI_269,Not_offensive
Ta_OLI_270,Not_offensive
Ta_OLI_271,Not_offensive
Ta_OLI_272,Not_offensive
Ta_OLI_273,Not_offensive
Ta_OLI_274,Not_offensive
Ta_OLI_275,Offensive_Untargetede
Ta_OLI_276,Not_offensive
Ta_OLI_277,Not_offensive
Ta_OLI_278,Not_offensive
Ta_OLI_279,Not_offensive
Ta_OLI_280,Not_offensive
Ta_OLI_281,Not_offensive
Ta_OLI_282,Not_offensive
Ta_OLI_283,Not_offensive
Ta_OLI_284,Not_offensive
Ta_OLI_285,Not_offensive
Ta_OLI_286,Not_offensive
Ta_OLI_287,Not_offensive
Ta_OLI_288,not-Tamil
Ta_OLI_289,Not_offensive
Ta_OLI_290,Not_offensive
Ta_OLI_291,Not_offensive
Ta_OLI_292,Offensive_Untargetede
Ta_OLI_293,Not_offensive
Ta_OLI_294,Not_offensive
Ta_OLI_295,Not_offensive
Ta_OLI_296,Not_offensive
Ta_OLI_297,Not_offensive
Ta_OLI_298,Not_offensive
Ta_OLI_299,Not_offensive
Ta_OLI_300,Not_offensive
Ta_OLI_301,Not_offensive
Ta_OLI_302,Offensive_Untargetede
Ta_OLI_303,Not_offensive
Ta_OLI_304,Not_offensive
Ta_OLI_305,Not_offensive
Ta_OLI_306,Not_offensive
Ta_OLI_307,Not_offensive
Ta_OLI_308,Not_offensive
Ta_OLI_309,Not_offensive
Ta_OLI_310,Offensive_Untargetede
Ta_OLI_311,Not_offensive
Ta_OLI_312,not-Tamil
Ta_OLI_313,Not_offensive
Ta_OLI_314,Not_offensive
Ta_OLI_315,Not_offensive
Ta_OLI_316,Not_offensive
Ta_OLI_317,Not_offensive
Ta_OLI_318,Not_offensive
Ta_OLI_319,Not_offensive
Ta_OLI_320,Not_offensive
Ta_OLI_321,Not_offensive
Ta_OLI_322,Not_offensive
Ta_OLI_323,Not_offensive
Ta_OLI_324,Not_offensive
Ta_OLI_325,Not_offensive
Ta_OLI_326,Not_offensive
Ta_OLI_327,Offensive_Targeted_Insult_Individual
Ta_OLI_328,Not_offensive
Ta_OLI_329,Offensive_Targeted_Insult_Group
Ta_OLI_330,Not_offensive
Ta_OLI_331,Not_offensive
Ta_OLI_332,Not_offensive
Ta_OLI_333,Not_offensive
Ta_OLI_334,Not_offensive
Ta_OLI_335,Not_offensive
Ta_OLI_336,Not_offensive
Ta_OLI_337,Not_offensive
Ta_OLI_338,Not_offensive
Ta_OLI_339,Not_offensive
Ta_OLI_340,Not_offensive
Ta_OLI_341,Not_offensive
Ta_OLI_342,Not_offensive
Ta_OLI_343,Offensive_Targeted_Insult_Individual
Ta_OLI_344,Not_offensive
Ta_OLI_345,Not_offensive
Ta_OLI_346,Not_offensive
Ta_OLI_347,Offensive_Targeted_Insult_Individual
Ta_OLI_348,Not_offensive
Ta_OLI_349,Not_offensive
Ta_OLI_350,Not_offensive
Ta_OLI_351,Not_offensive
Ta_OLI_352,Not_offensive
Ta_OLI_353,Not_offensive
Ta_OLI_354,Not_offensive
Ta_OLI_355,Not_offensive
Ta_OLI_356,Not_offensive
Ta_OLI_357,Not_offensive
Ta_OLI_358,Not_offensive
Ta_OLI_359,Not_offensive
Ta_OLI_360,Not_offensive
Ta_OLI_361,Not_offensive
Ta_OLI_362,Not_offensive
Ta_OLI_363,Not_offensive
Ta_OLI_364,Not_offensive
Ta_OLI_365,Not_offensive
Ta_OLI_366,Not_offensive
Ta_OLI_367,Not_offensive
Ta_OLI_368,Not_offensive
Ta_OLI_369,Not_offensive
Ta_OLI_370,Not_offensive
Ta_OLI_371,Not_offensive
Ta_OLI_372,Not_offensive
Ta_OLI_373,Not_offensive
Ta_OLI_374,Not_offensive
Ta_OLI_375,Not_offensive
Ta_OLI_376,Not_offensive
Ta_OLI_377,Not_offensive
Ta_OLI_378,Not_offensive
Ta_OLI_379,Not_offensive
Ta_OLI_380,Not_offensive
Ta_OLI_381,Not_offensive
Ta_OLI_382,Not_offensive
Ta_OLI_383,Not_offensive
Ta_OLI_384,Not_offensive
Ta_OLI_385,Not_offensive
Ta_OLI_386,Not_offensive
Ta_OLI_387,Not_offensive
Ta_OLI_388,not-Tamil
Ta_OLI_389,Offensive_Targeted_Insult_Individual
Ta_OLI_390,Not_offensive
Ta_OLI_391,Not_offensive
Ta_OLI_392,not-Tamil
Ta_OLI_393,Not_offensive
Ta_OLI_394,Not_offensive
Ta_OLI_395,Not_offensive
Ta_OLI_396,Not_offensive
Ta_OLI_397,Not_offensive
Ta_OLI_398,Not_offensive
Ta_OLI_399,Not_offensive
Ta_OLI_400,Not_offensive
Ta_OLI_401,Not_offensive
Ta_OLI_402,not-Tamil
Ta_OLI_403,Not_offensive
Ta_OLI_404,Not_offensive
Ta_OLI_405,Not_offensive
Ta_OLI_406,Not_offensive
Ta_OLI_407,Offensive_Untargetede
Ta_OLI_408,Not_offensive
Ta_OLI_409,Not_offensive
Ta_OLI_410,Not_offensive
Ta_OLI_411,Not_offensive
Ta_OLI_412,Not_offensive
Ta_OLI_413,Not_offensive
Ta_OLI_414,Not_offensive
Ta_OLI_415,Not_offensive
Ta_OLI_416,Not_offensive
Ta_OLI_417,Not_offensive
Ta_OLI_418,Not_offensive
Ta_OLI_419,Not_offensive
Ta_OLI_420,Not_offensive
Ta_OLI_421,Not_offensive
Ta_OLI_422,Not_offensive
Ta_OLI_423,Not_offensive
Ta_OLI_424,Not_offensive
Ta_OLI_425,Offensive_Untargetede
Ta_OLI_426,Not_offensive
Ta_OLI_427,Not_offensive
Ta_OLI_428,Not_offensive
Ta_OLI_429,Not_offensive
Ta_OLI_430,Not_offensive
Ta_OLI_431,Not_offensive
Ta_OLI_432,Not_offensive
Ta_OLI_433,Not_offensive
Ta_OLI_434,Not_offensive
Ta_OLI_435,Not_offensive
Ta_OLI_436,Not_offensive
Ta_OLI_437,Not_offensive
Ta_OLI_438,Not_offensive
Ta_OLI_439,Not_offensive
Ta_OLI_440,Not_offensive
Ta_OLI_441,Not_offensive
Ta_OLI_442,Not_offensive
Ta_OLI_443,Not_offensive
Ta_OLI_444,Not_offensive
Ta_OLI_445,Not_offensive
Ta_OLI_446,Not_offensive
Ta_OLI_447,Not_offensive
Ta_OLI_448,Offensive_Targeted_Insult_Group
Ta_OLI_449,Not_offensive
Ta_OLI_450,Not_offensive
Ta_OLI_451,Not_offensive
Ta_OLI_452,Not_offensive
Ta_OLI_453,Not_offensive
Ta_OLI_454,Not_offensive
Ta_OLI_455,Not_offensive
Ta_OLI_456,Not_offensive
Ta_OLI_457,Not_offensive
Ta_OLI_458,Not_offensive
Ta_OLI_459,Not_offensive
Ta_OLI_460,Not_offensive
Ta_OLI_461,Not_offensive
Ta_OLI_462,Not_offensive
Ta_OLI_463,Not_offensive
Ta_OLI_464,Offensive_Targeted_Insult_Individual
Ta_OLI_465,Not_offensive
Ta_OLI_466,Not_offensive
Ta_OLI_467,Not_offensive
Ta_OLI_468,Not_offensive
Ta_OLI_469,Not_offensive
Ta_OLI_470,Not_offensive
Ta_OLI_471,Offensive_Targeted_Insult_Group
Ta_OLI_472,Not_offensive
Ta_OLI_473,Not_offensive
Ta_OLI_474,Not_offensive
Ta_OLI_475,Not_offensive
Ta_OLI_476,Not_offensive
Ta_OLI_477,Not_offensive
Ta_OLI_478,Not_offensive
Ta_OLI_479,Not_offensive
Ta_OLI_480,Not_offensive
Ta_OLI_481,Offensive_Targeted_Insult_Group
Ta_OLI_482,not-Tamil
Ta_OLI_483,Not_offensive
Ta_OLI_484,Not_offensive
Ta_OLI_485,Offensive_Targeted_Insult_Individual
Ta_OLI_486,Not_offensive
Ta_OLI_487,Not_offensive
Ta_OLI_488,Not_offensive
Ta_OLI_489,Not_offensive
Ta_OLI_490,Not_offensive
Ta_OLI_491,Not_offensive
Ta_OLI_492,Offensive_Untargetede
Ta_OLI_493,Not_offensive
Ta_OLI_494,Not_offensive
Ta_OLI_495,Not_offensive
Ta_OLI_496,Not_offensive
Ta_OLI_497,Not_offensive
Ta_OLI_498,Not_offensive
Ta_OLI_499,Not_offensive
Ta_OLI_500,Not_offensive
Ta_OLI_501,Not_offensive
Ta_OLI_502,Not_offensive
Ta_OLI_503,Not_offensive
Ta_OLI_504,Not_offensive
Ta_OLI_505,Not_offensive
Ta_OLI_506,Not_offensive
Ta_OLI_507,Not_offensive
Ta_OLI_508,Not_offensive
Ta_OLI_509,Not_offensive
Ta_OLI_510,Not_offensive
Ta_OLI_511,Not_offensive
Ta_OLI_512,Not_offensive
Ta_OLI_513,Not_offensive
Ta_OLI_514,Not_offensive
Ta_OLI_515,Not_offensive
Ta_OLI_516,Not_offensive
Ta_OLI_517,Not_offensive
Ta_OLI_518,Offensive_Untargetede
Ta_OLI_519,Not_offensive
Ta_OLI_520,Not_offensive
Ta_OLI_521,Not_offensive
Ta_OLI_522,Not_offensive
Ta_OLI_523,Not_offensive
Ta_OLI_524,not-Tamil
Ta_OLI_525,Not_offensive
Ta_OLI_526,Not_offensive
Ta_OLI_527,Not_offensive
Ta_OLI_528,Not_offensive
Ta_OLI_529,Not_offensive
Ta_OLI_530,not-Tamil
Ta_OLI_531,Not_offensive
Ta_OLI_532,Not_offensive
Ta_OLI_533,Not_offensive
Ta_OLI_534,not-Tamil
Ta_OLI_535,Not_offensive
Ta_OLI_536,Not_offensive
Ta_OLI_537,Offensive_Untargetede
Ta_OLI_538,Not_offensive
Ta_OLI_539,Not_offensive
Ta_OLI_540,Not_offensive
Ta_OLI_541,Not_offensive
Ta_OLI_542,Not_offensive
Ta_OLI_543,Not_offensive
Ta_OLI_544,Not_offensive
Ta_OLI_545,Not_offensive
Ta_OLI_546,Not_offensive
Ta_OLI_547,Not_offensive
Ta_OLI_548,Not_offensive
Ta_OLI_549,Not_offensive
Ta_OLI_550,Not_offensive
Ta_OLI_551,Not_offensive
Ta_OLI_552,Not_offensive
Ta_OLI_553,Not_offensive
Ta_OLI_554,Not_offensive
Ta_OLI_555,Not_offensive
Ta_OLI_556,Not_offensive
Ta_OLI_557,Not_offensive
Ta_OLI_558,Not_offensive
Ta_OLI_559,Not_offensive
Ta_OLI_560,Offensive_Untargetede
Ta_OLI_561,Not_offensive
Ta_OLI_562,Offensive_Untargetede
Ta_OLI_563,Not_offensive
Ta_OLI_564,Not_offensive
Ta_OLI_565,Not_offensive
Ta_OLI_566,Not_offensive
Ta_OLI_567,Not_offensive
Ta_OLI_568,Not_offensive
Ta_OLI_569,Not_offensive
Ta_OLI_570,Not_offensive
Ta_OLI_571,Not_offensive
Ta_OLI_572,Offensive_Untargetede
Ta_OLI_573,Not_offensive
Ta_OLI_574,Not_offensive
Ta_OLI_575,Not_offensive
Ta_OLI_576,not-Tamil
Ta_OLI_577,Not_offensive
Ta_OLI_578,Not_offensive
Ta_OLI_579,Not_offensive
Ta_OLI_580,Not_offensive
Ta_OLI_581,Not_offensive
Ta_OLI_582,Not_offensive
Ta_OLI_583,Not_offensive
Ta_OLI_584,Not_offensive
Ta_OLI_585,Offensive_Targeted_Insult_Group
Ta_OLI_586,Not_offensive
Ta_OLI_587,Offensive_Targeted_Insult_Individual
Ta_OLI_588,Offensive_Untargetede
Ta_OLI_589,Not_offensive
Ta_OLI_590,Not_offensive
Ta_OLI_591,Not_offensive
Ta_OLI_592,Not_offensive
Ta_OLI_593,Not_offensive
Ta_OLI_594,Not_offensive
Ta_OLI_595,Not_offensive
Ta_OLI_596,Not_offensive
Ta_OLI_597,Not_offensive
Ta_OLI_598,Not_offensive
Ta_OLI_599,Not_offensive
Ta_OLI_600,Offensive_Targeted_Insult_Individual
Ta_OLI_601,Not_offensive
Ta_OLI_602,Not_offensive
Ta_OLI_603,Not_offensive
Ta_OLI_604,Not_offensive
Ta_OLI_605,Not_offensive
Ta_OLI_606,Not_offensive
Ta_OLI_607,Not_offensive
Ta_OLI_608,Not_offensive
Ta_OLI_609,Not_offensive
Ta_OLI_610,Not_offensive
Ta_OLI_611,Not_offensive
Ta_OLI_612,Not_offensive
Ta_OLI_613,Not_offensive
Ta_OLI_614,Not_offensive
Ta_OLI_615,Not_offensive
Ta_OLI_616,Offensive_Untargetede
Ta_OLI_617,Not_offensive
Ta_OLI_618,Not_offensive
Ta_OLI_619,Not_offensive
Ta_OLI_620,Not_offensive
Ta_OLI_621,Not_offensive
Ta_OLI_622,Not_offensive
Ta_OLI_623,Not_offensive
Ta_OLI_624,Not_offensive
Ta_OLI_625,Not_offensive
Ta_OLI_626,Not_offensive
Ta_OLI_627,Not_offensive
Ta_OLI_628,Not_offensive
Ta_OLI_629,Offensive_Targeted_Insult_Group
Ta_OLI_630,Not_offensive
Ta_OLI_631,Not_offensive
Ta_OLI_632,Not_offensive
Ta_OLI_633,Offensive_Untargetede
Ta_OLI_634,Offensive_Untargetede
Ta_OLI_635,not-Tamil
Ta_OLI_636,Not_offensive
Ta_OLI_637,Not_offensive
Ta_OLI_638,Not_offensive
Ta_OLI_639,Offensive_Untargetede
Ta_OLI_640,Not_offensive
Ta_OLI_641,Not_offensive
Ta_OLI_642,Not_offensive
Ta_OLI_643,Not_offensive
Ta_OLI_644,Not_offensive
Ta_OLI_645,Not_offensive
Ta_OLI_646,Not_offensive
Ta_OLI_647,Not_offensive
Ta_OLI_648,Not_offensive
Ta_OLI_649,Offensive_Untargetede
Ta_OLI_650,Not_offensive
Ta_OLI_651,Not_offensive
Ta_OLI_652,Not_offensive
Ta_OLI_653,Not_offensive
Ta_OLI_654,Not_offensive
Ta_OLI_655,Not_offensive
Ta_OLI_656,Not_offensive
Ta_OLI_657,Not_offensive
Ta_OLI_658,Offensive_Targeted_Insult_Group
Ta_OLI_659,Not_offensive
Ta_OLI_660,Not_offensive
Ta_OLI_661,Not_offensive
Ta_OLI_662,Not_offensive
Ta_OLI_663,Not_offensive
Ta_OLI_664,Not_offensive
Ta_OLI_665,Not_offensive
Ta_OLI_666,Not_offensive
Ta_OLI_667,Not_offensive
Ta_OLI_668,Not_offensive
Ta_OLI_669,Not_offensive
Ta_OLI_670,Not_offensive
Ta_OLI_671,Not_offensive
Ta_OLI_672,Not_offensive
Ta_OLI_673,Not_offensive
Ta_OLI_674,Not_offensive
Ta_OLI_675,Offensive_Targeted_Insult_Group
Ta_OLI_676,Not_offensive
Ta_OLI_677,Not_offensive
Ta_OLI_678,Not_offensive
Ta_OLI_679,Not_offensive
Ta_OLI_680,Not_offensive
Ta_OLI_681,Not_offensive
Ta_OLI_682,Not_offensive
Ta_OLI_683,Not_offensive
Ta_OLI_684,Not_offensive
Ta_OLI_685,Not_offensive
Ta_OLI_686,Offensive_Untargetede
Ta_OLI_687,Not_offensive
Ta_OLI_688,Not_offensive
Ta_OLI_689,Not_offensive
Ta_OLI_690,Not_offensive
Ta_OLI_691,Not_offensive
Ta_OLI_692,Not_offensive
Ta_OLI_693,Not_offensive
Ta_OLI_694,Not_offensive
Ta_OLI_695,Not_offensive
Ta_OLI_696,Not_offensive
Ta_OLI_697,Not_offensive
Ta_OLI_698,Not_offensive
Ta_OLI_699,Not_offensive
Ta_OLI_700,Not_offensive
Ta_OLI_701,Not_offensive
Ta_OLI_702,Not_offensive
Ta_OLI_703,Not_offensive
Ta_OLI_704,Not_offensive
Ta_OLI_705,Not_offensive
Ta_OLI_706,Not_offensive
Ta_OLI_707,Not_offensive
Ta_OLI_708,Not_offensive
Ta_OLI_709,Offensive_Untargetede
Ta_OLI_710,Not_offensive
Ta_OLI_711,Not_offensive
Ta_OLI_712,Not_offensive
Ta_OLI_713,Not_offensive
Ta_OLI_714,Not_offensive
Ta_OLI_715,Not_offensive
Ta_OLI_716,Not_offensive
Ta_OLI_717,Not_offensive
Ta_OLI_718,Not_offensive
Ta_OLI_719,Not_offensive
Ta_OLI_720,Not_offensive
Ta_OLI_721,Not_offensive
Ta_OLI_722,Not_offensive
Ta_OLI_723,Not_offensive
Ta_OLI_724,Not_offensive
Ta_OLI_725,Not_offensive
Ta_OLI_726,Not_offensive
Ta_OLI_727,Not_offensive
Ta_OLI_728,Not_offensive
Ta_OLI_729,Not_offensive
Ta_OLI_730,Not_offensive
Ta_OLI_731,Not_offensive
Ta_OLI_732,Not_offensive
Ta_OLI_733,Not_offensive
Ta_OLI_734,Not_offensive
Ta_OLI_735,Not_offensive
Ta_OLI_736,Not_offensive
Ta_OLI_737,Not_offensive
Ta_OLI_738,Not_offensive
Ta_OLI_739,Not_offensive
Ta_OLI_740,Not_offensive
Ta_OLI_741,Not_offensive
Ta_OLI_742,Not_offensive
Ta_OLI_743,Not_offensive
Ta_OLI_744,Not_offensive
Ta_OLI_745,Not_offensive
Ta_OLI_746,Not_offensive
Ta_OLI_747,Not_offensive
Ta_OLI_748,Not_offensive
Ta_OLI_749,Not_offensive
Ta_OLI_750,Not_offensive
Ta_OLI_751,Offensive_Targeted_Insult_Individual
Ta_OLI_752,Not_offensive
Ta_OLI_753,Not_offensive
Ta_OLI_754,Not_offensive
Ta_OLI_755,Not_offensive
Ta_OLI_756,Not_offensive
Ta_OLI_757,Not_offensive
Ta_OLI_758,Not_offensive
Ta_OLI_759,Not_offensive
Ta_OLI_760,Not_offensive
Ta_OLI_761,Not_offensive
Ta_OLI_762,Not_offensive
Ta_OLI_763,not-Tamil
Ta_OLI_764,Not_offensive
Ta_OLI_765,Not_offensive
Ta_OLI_766,Not_offensive
Ta_OLI_767,Not_offensive
Ta_OLI_768,Not_offensive
Ta_OLI_769,Not_offensive
Ta_OLI_770,Offensive_Targeted_Insult_Individual
Ta_OLI_771,Not_offensive
Ta_OLI_772,Not_offensive
Ta_OLI_773,Not_offensive
Ta_OLI_774,Not_offensive
Ta_OLI_775,Not_offensive
Ta_OLI_776,Not_offensive
Ta_OLI_777,Not_offensive
Ta_OLI_778,Not_offensive
Ta_OLI_779,Not_offensive
Ta_OLI_780,Not_offensive
Ta_OLI_781,Not_offensive
Ta_OLI_782,Not_offensive
Ta_OLI_783,Not_offensive
Ta_OLI_784,Not_offensive
Ta_OLI_785,Offensive_Targeted_Insult_Individual
Ta_OLI_786,Not_offensive
Ta_OLI_787,Offensive_Targeted_Insult_Group
Ta_OLI_788,Not_offensive
Ta_OLI_789,Not_offensive
Ta_OLI_790,Not_offensive
Ta_OLI_791,Not_offensive
Ta_OLI_792,Not_offensive
Ta_OLI_793,Not_offensive
Ta_OLI_794,Not_offensive
Ta_OLI_795,Not_offensive
