ID,labels
Tu_OLI_104,not offensive
Tu_OLI_105,not offensive
Tu_OLI_106,offensive untargeted
Tu_OLI_107,offensive untargeted
Tu_OLI_108,not offensive
Tu_OLI_109,offensive untargeted
Tu_OLI_110,offensive untargeted
Tu_OLI_111,not offensive
Tu_OLI_112,not offensive
Tu_OLI_113,offensive untargeted
Tu_OLI_114,offensive targeted
Tu_OLI_115,offensive untargeted
Tu_OLI_116,not offensive
Tu_OLI_117,not offensive
Tu_OLI_118,offensive untargeted
Tu_OLI_119,not offensive
Tu_OLI_120,not offensive
Tu_OLI_121,not offensive
Tu_OLI_122,offensive untargeted
Tu_OLI_123,not offensive
Tu_OLI_124,not offensive
Tu_OLI_125,not offensive
Tu_OLI_126,offensive untargeted
Tu_OLI_127,not offensive
Tu_OLI_128,offensive untargeted
Tu_OLI_129,not offensive
Tu_OLI_130,offensive untargeted
Tu_OLI_131,not offensive
Tu_OLI_132,not offensive
Tu_OLI_133,not offensive
Tu_OLI_134,offensive untargeted
Tu_OLI_135,not offensive
Tu_OLI_136,not offensive
Tu_OLI_137,offensive untargeted
Tu_OLI_138,not offensive
Tu_OLI_139,not offensive
Tu_OLI_140,not offensive
Tu_OLI_141,not offensive
Tu_OLI_142,not offensive
Tu_OLI_143,not offensive
Tu_OLI_144,not offensive
Tu_OLI_145,not offensive
Tu_OLI_146,offensive untargeted
Tu_OLI_147,not offensive
Tu_OLI_148,offensive untargeted
Tu_OLI_149,offensive targeted
Tu_OLI_150,not offensive
Tu_OLI_151,not offensive
Tu_OLI_152,offensive untargeted
Tu_OLI_153,not offensive
Tu_OLI_154,offensive untargeted
Tu_OLI_155,not offensive
Tu_OLI_156,offensive untargeted
Tu_OLI_157,not offensive
Tu_OLI_158,offensive untargeted
Tu_OLI_159,not offensive
Tu_OLI_160,not offensive
Tu_OLI_161,not offensive
Tu_OLI_162,not offensive
Tu_OLI_163,offensive targeted
Tu_OLI_164,not offensive
Tu_OLI_165,not offensive
Tu_OLI_166,not offensive
Tu_OLI_167,not offensive
Tu_OLI_168,not offensive
Tu_OLI_169,not offensive
Tu_OLI_170,not offensive
Tu_OLI_171,offensive untargeted
Tu_OLI_172,not offensive
Tu_OLI_173,not offensive
Tu_OLI_174,offensive untargeted
Tu_OLI_175,not offensive
Tu_OLI_176,not offensive
Tu_OLI_177,not offensive
Tu_OLI_178,not offensive
Tu_OLI_179,not offensive
Tu_OLI_180,not offensive
Tu_OLI_181,offensive untargeted
Tu_OLI_182,offensive untargeted
Tu_OLI_183,not offensive
Tu_OLI_184,not offensive
Tu_OLI_185,not offensive
Tu_OLI_186,not offensive
Tu_OLI_187,not offensive
Tu_OLI_188,offensive targeted
Tu_OLI_189,offensive untargeted
Tu_OLI_190,not offensive
Tu_OLI_191,offensive untargeted
Tu_OLI_192,not offensive
Tu_OLI_193,offensive untargeted
Tu_OLI_194,not offensive
Tu_OLI_195,not offensive
Tu_OLI_196,not offensive
Tu_OLI_197,not offensive
Tu_OLI_198,not offensive
Tu_OLI_199,not offensive
Tu_OLI_200,not offensive
Tu_OLI_201,not offensive
Tu_OLI_202,not offensive
Tu_OLI_203,offensive untargeted
Tu_OLI_204,not offensive
Tu_OLI_205,not offensive
Tu_OLI_206,not offensive
Tu_OLI_207,not offensive
Tu_OLI_208,offensive untargeted
Tu_OLI_209,not offensive
Tu_OLI_210,offensive untargeted
Tu_OLI_211,not offensive
Tu_OLI_212,not offensive
Tu_OLI_213,offensive untargeted
Tu_OLI_214,not offensive
Tu_OLI_215,not offensive
Tu_OLI_216,offensive targeted
Tu_OLI_217,not offensive
Tu_OLI_218,not offensive
Tu_OLI_219,not offensive
Tu_OLI_220,offensive targeted
Tu_OLI_221,not offensive
Tu_OLI_222,not offensive
Tu_OLI_223,offensive targeted
Tu_OLI_224,not offensive
Tu_OLI_225,not offensive
Tu_OLI_226,not offensive
Tu_OLI_227,not offensive
Tu_OLI_228,not offensive
Tu_OLI_229,offensive untargeted
Tu_OLI_230,not offensive
Tu_OLI_231,not offensive
Tu_OLI_232,not offensive
Tu_OLI_233,not offensive
Tu_OLI_234,not offensive
Tu_OLI_235,offensive untargeted
Tu_OLI_236,not offensive
Tu_OLI_237,offensive untargeted
Tu_OLI_238,not offensive
Tu_OLI_239,not offensive
Tu_OLI_240,not offensive
Tu_OLI_241,not offensive
Tu_OLI_242,not offensive
Tu_OLI_243,not offensive
Tu_OLI_244,not offensive
Tu_OLI_245,not offensive
Tu_OLI_246,not offensive
Tu_OLI_247,not offensive
Tu_OLI_248,not offensive
Tu_OLI_249,offensive untargeted
Tu_OLI_250,not offensive
Tu_OLI_251,not offensive
Tu_OLI_252,not offensive
Tu_OLI_253,not offensive
Tu_OLI_254,not offensive
Tu_OLI_255,not offensive
Tu_OLI_256,not offensive
Tu_OLI_257,offensive untargeted
Tu_OLI_258,not offensive
Tu_OLI_259,offensive untargeted
Tu_OLI_260,not offensive
Tu_OLI_261,not offensive
Tu_OLI_262,not offensive
Tu_OLI_263,offensive untargeted
Tu_OLI_264,not offensive
Tu_OLI_265,offensive untargeted
Tu_OLI_266,offensive untargeted
Tu_OLI_267,offensive untargeted
Tu_OLI_268,not offensive
Tu_OLI_269,offensive untargeted
Tu_OLI_270,offensive untargeted
Tu_OLI_271,not offensive
Tu_OLI_272,not offensive
Tu_OLI_273,offensive untargeted
Tu_OLI_274,offensive untargeted
Tu_OLI_275,not offensive
Tu_OLI_276,not offensive
Tu_OLI_277,not offensive
Tu_OLI_278,offensive untargeted
Tu_OLI_279,offensive untargeted
Tu_OLI_280,not offensive
Tu_OLI_281,not offensive
Tu_OLI_282,not offensive
Tu_OLI_283,not offensive
Tu_OLI_284,not offensive
Tu_OLI_285,offensive untargeted
Tu_OLI_286,offensive untargeted
Tu_OLI_287,not offensive
Tu_OLI_288,not offensive
Tu_OLI_289,not offensive
Tu_OLI_290,offensive targeted
Tu_OLI_291,not offensive
Tu_OLI_292,offensive untargeted
Tu_OLI_293,not offensive
Tu_OLI_294,not offensive
Tu_OLI_295,not offensive
Tu_OLI_296,not offensive
Tu_OLI_297,not offensive
Tu_OLI_298,not offensive
Tu_OLI_299,not offensive
Tu_OLI_300,not offensive
Tu_OLI_301,offensive untargeted
Tu_OLI_302,offensive untargeted
Tu_OLI_303,not offensive
Tu_OLI_304,offensive untargeted
Tu_OLI_305,offensive targeted
Tu_OLI_306,not offensive
Tu_OLI_307,not offensive
Tu_OLI_308,not offensive
Tu_OLI_309,not offensive
Tu_OLI_310,not offensive
Tu_OLI_311,offensive untargeted
Tu_OLI_312,not offensive
Tu_OLI_313,not offensive
Tu_OLI_314,not offensive
Tu_OLI_315,not offensive
Tu_OLI_316,not offensive
Tu_OLI_317,offensive untargeted
Tu_OLI_318,not offensive
Tu_OLI_319,not offensive
Tu_OLI_320,not offensive
Tu_OLI_321,not offensive
Tu_OLI_322,offensive untargeted
Tu_OLI_323,offensive targeted
Tu_OLI_324,not offensive
Tu_OLI_325,not offensive
Tu_OLI_326,not offensive
Tu_OLI_327,not offensive
Tu_OLI_328,offensive untargeted
Tu_OLI_329,not offensive
Tu_OLI_330,not offensive
Tu_OLI_331,not offensive
Tu_OLI_332,offensive targeted
Tu_OLI_333,not offensive
Tu_OLI_334,offensive untargeted
Tu_OLI_335,offensive targeted
Tu_OLI_336,not offensive
Tu_OLI_337,offensive untargeted
Tu_OLI_338,offensive untargeted
Tu_OLI_339,not offensive
Tu_OLI_340,not offensive
Tu_OLI_341,not offensive
Tu_OLI_342,not offensive
Tu_OLI_343,not offensive
Tu_OLI_344,not offensive
Tu_OLI_345,not offensive
Tu_OLI_346,not offensive
Tu_OLI_347,offensive untargeted
Tu_OLI_348,offensive untargeted
Tu_OLI_349,not offensive
Tu_OLI_350,not offensive
Tu_OLI_351,not offensive
Tu_OLI_352,not offensive
Tu_OLI_353,offensive untargeted
Tu_OLI_354,not offensive
Tu_OLI_355,not offensive
Tu_OLI_356,not offensive
Tu_OLI_357,offensive untargeted
Tu_OLI_358,not offensive
Tu_OLI_359,offensive targeted
Tu_OLI_360,not offensive
Tu_OLI_361,not offensive
Tu_OLI_362,not offensive
Tu_OLI_363,not offensive
Tu_OLI_364,offensive targeted
Tu_OLI_365,not offensive
Tu_OLI_366,not offensive
Tu_OLI_367,not offensive
Tu_OLI_368,not offensive
Tu_OLI_369,not offensive
Tu_OLI_370,not offensive
Tu_OLI_371,not offensive
Tu_OLI_372,not offensive
Tu_OLI_373,not offensive
Tu_OLI_374,not offensive
Tu_OLI_375,not offensive
Tu_OLI_376,not offensive
Tu_OLI_377,not offensive
Tu_OLI_378,not offensive
Tu_OLI_379,not offensive
Tu_OLI_380,not offensive
Tu_OLI_381,not offensive
Tu_OLI_382,not offensive
Tu_OLI_383,not offensive
Tu_OLI_384,not offensive
Tu_OLI_385,not offensive
Tu_OLI_386,not offensive
Tu_OLI_387,offensive untargeted
Tu_OLI_388,not offensive
Tu_OLI_389,not offensive
Tu_OLI_390,offensive untargeted
Tu_OLI_391,not offensive
Tu_OLI_392,not offensive
Tu_OLI_393,not offensive
Tu_OLI_394,not offensive
Tu_OLI_395,not offensive
Tu_OLI_396,not offensive
Tu_OLI_397,offensive untargeted
Tu_OLI_398,not offensive
Tu_OLI_399,not offensive
Tu_OLI_400,not offensive
Tu_OLI_401,offensive untargeted
Tu_OLI_402,not offensive
Tu_OLI_403,not offensive
Tu_OLI_404,offensive untargeted
Tu_OLI_405,not offensive
Tu_OLI_406,not offensive
Tu_OLI_407,not offensive
Tu_OLI_408,not offensive
Tu_OLI_409,not offensive
Tu_OLI_410,offensive targeted
Tu_OLI_411,not offensive
Tu_OLI_412,offensive untargeted
Tu_OLI_413,not offensive
Tu_OLI_414,offensive untargeted
Tu_OLI_415,offensive untargeted
Tu_OLI_416,not offensive
Tu_OLI_417,not offensive
Tu_OLI_418,not offensive
Tu_OLI_419,not offensive
Tu_OLI_420,not offensive
Tu_OLI_421,not offensive
Tu_OLI_422,not offensive
Tu_OLI_423,not offensive
Tu_OLI_424,offensive targeted
Tu_OLI_425,not offensive
Tu_OLI_426,offensive untargeted
Tu_OLI_427,not offensive
Tu_OLI_428,offensive targeted
Tu_OLI_429,not offensive
Tu_OLI_430,offensive untargeted
Tu_OLI_431,offensive untargeted
Tu_OLI_432,not offensive
Tu_OLI_433,offensive untargeted
Tu_OLI_434,not offensive
Tu_OLI_435,not offensive
Tu_OLI_436,not offensive
Tu_OLI_437,offensive untargeted
Tu_OLI_438,not offensive
Tu_OLI_439,not offensive
Tu_OLI_440,not offensive
Tu_OLI_441,not offensive
Tu_OLI_442,not offensive
Tu_OLI_443,not offensive
Tu_OLI_444,not offensive
Tu_OLI_445,offensive untargeted
Tu_OLI_446,offensive untargeted
Tu_OLI_447,not offensive
Tu_OLI_448,offensive targeted
Tu_OLI_449,not offensive
Tu_OLI_450,not offensive
Tu_OLI_451,not offensive
Tu_OLI_452,not offensive
Tu_OLI_453,not offensive
Tu_OLI_454,not offensive
Tu_OLI_455,not offensive
Tu_OLI_456,not offensive
Tu_OLI_457,not offensive
Tu_OLI_458,offensive untargeted
Tu_OLI_459,not offensive
Tu_OLI_460,not offensive
Tu_OLI_461,not offensive
Tu_OLI_462,not offensive
Tu_OLI_463,not offensive
Tu_OLI_464,not offensive
Tu_OLI_465,not offensive
Tu_OLI_466,offensive untargeted
Tu_OLI_467,not offensive
Tu_OLI_468,not offensive
Tu_OLI_469,offensive untargeted
Tu_OLI_470,not offensive
Tu_OLI_471,not offensive
Tu_OLI_472,not offensive
Tu_OLI_473,not offensive
Tu_OLI_474,not offensive
Tu_OLI_475,not offensive
Tu_OLI_476,not offensive
Tu_OLI_477,offensive untargeted
Tu_OLI_478,not offensive
Tu_OLI_479,not offensive
Tu_OLI_480,offensive untargeted
Tu_OLI_481,not offensive
Tu_OLI_482,not offensive
Tu_OLI_483,not offensive
Tu_OLI_484,offensive untargeted
Tu_OLI_485,not offensive
Tu_OLI_486,not offensive
Tu_OLI_487,not offensive
Tu_OLI_488,not offensive
Tu_OLI_489,not offensive
Tu_OLI_490,not offensive
Tu_OLI_491,offensive untargeted
Tu_OLI_492,not offensive
Tu_OLI_493,not offensive
Tu_OLI_494,not offensive
Tu_OLI_495,not offensive
Tu_OLI_496,not offensive
Tu_OLI_497,not offensive
Tu_OLI_498,not offensive
Tu_OLI_499,not offensive
Tu_OLI_500,not offensive
Tu_OLI_501,not offensive
Tu_OLI_502,not offensive
Tu_OLI_503,not offensive
Tu_OLI_504,not offensive
Tu_OLI_505,not offensive
Tu_OLI_506,not offensive
Tu_OLI_507,not offensive
Tu_OLI_508,not offensive
Tu_OLI_509,not offensive
Tu_OLI_510,not offensive
Tu_OLI_511,not offensive
Tu_OLI_512,offensive untargeted
Tu_OLI_513,not offensive
Tu_OLI_514,not offensive
Tu_OLI_515,not offensive
Tu_OLI_516,not offensive
Tu_OLI_517,not offensive
Tu_OLI_518,not offensive
Tu_OLI_519,not offensive
Tu_OLI_520,not offensive
Tu_OLI_521,not offensive
Tu_OLI_522,not offensive
Tu_OLI_523,offensive untargeted
Tu_OLI_524,offensive untargeted
Tu_OLI_525,not offensive
Tu_OLI_526,not offensive
Tu_OLI_527,offensive targeted
Tu_OLI_528,not offensive
Tu_OLI_529,not offensive
Tu_OLI_530,offensive untargeted
Tu_OLI_531,not offensive
Tu_OLI_532,not offensive
Tu_OLI_533,offensive untargeted
Tu_OLI_534,offensive targeted
Tu_OLI_535,not offensive
Tu_OLI_536,offensive untargeted
Tu_OLI_537,not offensive
Tu_OLI_538,offensive untargeted
Tu_OLI_539,not offensive
Tu_OLI_540,offensive untargeted
Tu_OLI_541,not offensive
Tu_OLI_542,offensive untargeted
Tu_OLI_543,not offensive
Tu_OLI_544,offensive untargeted
Tu_OLI_545,offensive targeted
Tu_OLI_546,not offensive
Tu_OLI_547,not offensive
Tu_OLI_548,not offensive
Tu_OLI_549,offensive untargeted
Tu_OLI_550,offensive untargeted
Tu_OLI_551,offensive targeted
Tu_OLI_552,offensive untargeted
Tu_OLI_553,not offensive
Tu_OLI_554,not offensive
Tu_OLI_555,offensive targeted
Tu_OLI_556,offensive untargeted
Tu_OLI_557,offensive untargeted
Tu_OLI_558,offensive untargeted
Tu_OLI_559,not offensive
Tu_OLI_560,not offensive
Tu_OLI_561,not offensive
Tu_OLI_562,not offensive
Tu_OLI_563,not offensive
Tu_OLI_564,not offensive
Tu_OLI_565,not offensive
Tu_OLI_566,offensive untargeted
Tu_OLI_567,not offensive
Tu_OLI_568,not offensive
Tu_OLI_569,offensive untargeted
Tu_OLI_570,offensive untargeted
Tu_OLI_571,offensive untargeted
Tu_OLI_572,not offensive
Tu_OLI_573,offensive untargeted
Tu_OLI_574,offensive untargeted
Tu_OLI_575,offensive untargeted
Tu_OLI_576,not offensive
